Gender,Age,AffluenceGrade,LoyaltyCardTenure,OrganicsPurchaseCount,OrganicsPurchaseIndicator,TotalSpend
F,66.0,9.0,2.0,1,1,6000.0
F,62.0,9.0,12.0,1,1,12160.99
M,69.0,10.0,4.0,0,0,11000.0
F,52.0,18.0,7.0,2,1,50.01
F,35.0,13.0,12.0,1,1,1799.99
F,59.0,12.0,11.0,0,0,6000.0
F,57.0,3.0,5.0,0,0,16000.0
M,66.0,9.0,14.0,0,0,15000.0
F,51.0,8.0,2.0,0,0,6000.0
F,64.0,5.0,5.0,0,0,3000.0
F,68.0,10.0,6.0,0,0,6000.0
F,26.0,5.0,8.0,0,0,600.0
F,49.0,9.0,4.0,2,1,10000.0
F,28.0,5.0,5.0,0,0,600.0
F,58.0,3.0,18.0,0,0,1000.0
F,58.0,13.0,9.0,0,0,6000.0
F,58.0,7.0,4.0,0,0,10050.0
F,66.0,3.0,5.0,0,0,5000.0
F,33.0,7.0,3.0,0,0,3000.0
M,48.0,8.0,8.0,0,0,55.01
M,47.0,2.0,2.0,0,0,12000.0
F,39.0,9.0,3.0,1,1,16755.88
F,74.0,4.0,5.0,0,0,1500.0
M,48.0,9.0,10.0,0,0,500.0
M,55.0,9.0,2.0,0,0,2050.0
F,50.0,15.0,26.0,0,0,1440.0
F,75.0,6.0,30.0,0,0,180.0
F,67.0,6.0,9.0,0,0,3000.0
M,75.0,9.0,11.0,0,0,3000.0
M,66.0,10.0,9.0,0,0,2000.0
M,50.0,17.0,3.0,0,0,12.29
M,55.0,6.0,5.0,0,0,6000.0
M,47.0,10.0,2.0,0,0,6000.0
F,53.0,12.0,3.0,0,0,10000.0
F,42.0,8.0,17.0,0,0,850.0
F,55.0,12.0,3.0,0,0,9000.0
M,33.0,15.0,8.0,1,1,600.0
M,58.0,7.0,4.0,0,0,6000.01
F,52.0,10.0,3.0,0,0,1698.95
M,65.0,12.0,5.0,1,1,14000.0
M,62.0,12.0,3.0,0,0,24901.94
F,61.0,3.0,3.0,0,0,18000.0
F,78.0,7.0,27.0,0,0,16146.24
F,51.0,12.0,4.0,0,0,6000.0
M,57.0,8.0,3.0,0,0,10000.0
M,56.0,6.0,9.0,0,0,800.0
M,59.0,11.0,9.0,0,0,1000.0
F,73.0,6.0,3.0,0,0,20583.75
F,71.0,3.0,17.0,0,0,6000.0
M,50.0,9.0,2.0,0,0,6000.0
F,61.0,6.0,7.0,0,0,3000.0
F,71.0,9.0,2.0,0,0,12000.0
F,55.0,12.0,8.0,0,0,1000.0
F,66.0,10.0,2.0,0,0,4000.0
M,68.0,5.0,31.0,0,0,6000.0
F,63.0,10.0,8.0,0,0,100.01
M,72.0,5.0,11.0,0,0,1000.0
F,56.0,6.0,9.0,0,0,1500.0
F,53.0,10.0,8.0,0,0,3200.0
F,57.0,10.0,5.0,0,0,2000.0
M,71.0,10.0,9.0,0,0,11000.0
M,62.0,7.0,3.0,0,0,20498.14
M,33.0,12.0,4.0,2,1,780.0
F,57.0,16.0,5.0,1,1,5000.0
M,62.0,7.0,12.0,0,0,508.87
F,59.0,13.0,5.0,0,0,6000.0
M,60.0,12.0,7.0,0,0,1000.0
M,51.0,9.0,4.0,0,0,6000.0
F,48.0,9.0,3.0,2,1,12000.0
M,47.0,10.0,8.0,0,0,50.01
F,76.0,11.0,5.0,0,0,615.46
F,77.0,6.0,2.0,0,0,6000.0
F,72.0,2.0,28.0,0,0,9600.0
F,34.0,13.0,16.0,1,1,384.0
M,62.0,10.0,5.0,0,0,2000.0
M,39.0,8.0,4.0,1,1,40.0
F,64.0,5.0,6.0,0,0,5000.0
F,61.0,15.0,8.0,1,1,12500.0
F,61.0,14.0,16.0,1,1,14000.0
F,69.0,12.0,5.0,0,0,4000.0
F,64.0,5.0,5.0,0,0,420.0
F,79.0,7.0,21.0,0,0,11000.0
F,78.0,6.0,4.0,0,0,16000.0
M,57.0,6.0,5.0,0,0,1000.0
M,60.0,7.0,2.0,0,0,18000.0
F,50.0,10.0,9.0,1,1,500.0
M,66.0,6.0,4.0,0,0,20000.0
F,31.0,6.0,5.0,1,1,6000.0
F,65.0,9.0,9.0,0,0,1000.0
F,67.0,7.0,2.0,0,0,6000.0
F,37.0,2.0,4.0,1,1,3000.0
F,43.0,6.0,5.0,0,0,600.0
F,69.0,8.0,9.0,0,0,2000.0
F,68.0,4.0,2.0,0,0,11000.0
M,70.0,12.0,12.0,0,0,3000.0
F,56.0,8.0,10.0,0,0,530.0
M,50.0,10.0,9.0,0,0,420.0
M,65.0,10.0,5.0,0,0,5000.0
M,71.0,7.0,2.0,0,0,9000.0
F,53.0,8.0,3.0,0,0,3000.0
M,51.0,5.0,3.0,0,0,20569.19
F,73.0,9.0,3.0,0,0,20740.07
F,54.0,14.0,6.0,1,1,6107.64
F,72.0,5.0,5.0,0,0,4000.0
M,48.0,8.0,10.0,0,0,50.01
M,60.0,12.0,19.0,0,0,12699.5
M,78.0,9.0,8.0,0,0,600.0
F,76.0,9.0,12.0,0,0,2000.0
F,43.0,11.0,7.0,1,1,12000.0
F,73.0,6.0,4.0,0,0,12000.0
F,75.0,9.0,7.0,1,1,9469.06
F,74.0,12.0,9.0,1,1,720.0
F,50.0,9.0,9.0,0,0,13200.0
F,79.0,2.0,2.0,0,0,3000.0
F,59.0,5.0,4.0,0,0,4000.0
F,34.0,8.0,5.0,1,1,3000.0
F,74.0,11.0,11.0,0,0,3800.0
F,71.0,9.0,7.0,0,0,28334.31
F,46.0,7.0,3.0,0,0,26448.99
F,43.0,10.0,11.0,0,0,720.0
M,65.0,16.0,5.0,1,1,7720.0
F,63.0,6.0,8.0,0,0,5100.0
F,57.0,13.0,6.0,0,0,960.0
F,70.0,5.0,6.0,0,0,6000.0
M,65.0,16.0,6.0,1,1,2500.0
F,65.0,6.0,2.0,0,0,6000.0
M,71.0,10.0,5.0,0,0,4290.46
F,64.0,7.0,20.0,0,0,6000.01
F,41.0,10.0,5.0,0,0,1000.0
F,30.0,12.0,5.0,0,0,2400.0
M,60.0,2.0,5.0,0,0,1500.0
M,58.0,9.0,2.0,0,0,500.0
M,48.0,9.0,3.0,1,1,215.0
F,42.0,8.0,10.0,1,1,300.0
F,72.0,7.0,17.0,0,0,15000.0
M,34.0,6.0,2.0,0,0,300.0
F,39.0,5.0,2.0,1,1,300.0
F,53.0,11.0,8.0,0,0,1080.0
M,56.0,15.0,6.0,0,0,6000.0
F,63.0,14.0,4.0,0,0,20050.0
F,76.0,9.0,6.0,0,0,6053.35
F,54.0,8.0,11.0,0,0,4000.0
M,49.0,11.0,2.0,1,1,4000.0
F,53.0,4.0,29.0,0,0,3000.0
F,68.0,13.0,4.0,1,1,6000.0
M,61.0,4.0,12.0,0,0,500.0
F,74.0,6.0,8.0,0,0,10500.0
M,63.0,9.0,14.0,0,0,22652.89
F,75.0,16.0,12.0,0,0,1090.95
F,44.0,7.0,7.0,1,1,1628.21
F,60.0,7.0,28.0,1,1,3000.0
M,76.0,6.0,30.0,0,0,6400.0
M,60.0,12.0,5.0,0,0,3000.0
M,75.0,9.0,20.0,0,0,2000.01
F,34.0,15.0,6.0,1,1,10.0
F,45.0,8.0,9.0,0,0,6000.01
M,52.0,9.0,4.0,0,0,4175.0
F,39.0,21.0,8.0,3,1,11250.0
M,33.0,10.0,10.0,1,1,26.0
F,71.0,4.0,3.0,0,0,5000.0
F,63.0,4.0,10.0,1,1,1800.0
F,47.0,7.0,2.0,0,0,12000.0
F,55.0,6.0,8.0,0,0,500.0
F,54.0,13.0,2.0,1,1,2000.0
M,66.0,8.0,8.0,0,0,1500.0
F,37.0,20.0,6.0,3,1,7000.0
F,63.0,11.0,3.0,0,0,4000.0
M,59.0,6.0,5.0,0,0,6053.35
F,39.0,8.0,2.0,2,1,500.0
F,61.0,12.0,13.0,0,0,22800.01
M,48.0,5.0,5.0,0,0,6000.0
F,44.0,9.0,11.0,0,0,5173.73
F,64.0,10.0,5.0,0,0,19597.32
M,58.0,8.0,5.0,0,0,7500.0
M,69.0,12.0,8.0,0,0,12000.0
F,48.0,6.0,6.0,0,0,4000.0
F,72.0,9.0,5.0,1,1,5000.0
M,76.0,5.0,26.0,0,0,56078.38
F,55.0,8.0,5.0,0,0,6053.35
M,70.0,8.0,2.0,0,0,12000.0
F,60.0,11.0,4.0,0,0,9000.0
F,62.0,11.0,25.0,0,0,35465.2
M,46.0,10.0,4.0,0,0,5000.0
M,56.0,16.0,7.0,0,0,1000.0
F,35.0,6.0,3.0,1,1,1015.0
M,49.0,18.0,4.0,0,0,3000.0
F,33.0,10.0,5.0,0,0,3.32
F,45.0,6.0,2.0,0,0,6000.0
F,37.0,11.0,5.0,1,1,10000.0
F,48.0,9.0,3.0,0,0,20485.84
F,72.0,15.0,7.0,0,0,3026.67
M,44.0,8.0,5.0,0,0,6053.35
F,48.0,14.0,4.0,1,1,1000.0
F,51.0,7.0,20.0,0,0,2000.0
F,40.0,16.0,8.0,0,0,50.01
F,40.0,16.0,9.0,1,1,500.01
F,76.0,10.0,4.0,1,1,1200.0
M,63.0,16.0,11.0,0,0,4700.0
M,69.0,6.0,5.0,0,0,10000.0
F,51.0,7.0,4.0,0,0,17217.78
M,69.0,7.0,3.0,0,0,6000.0
M,40.0,4.0,4.0,0,0,1500.0
M,65.0,9.0,4.0,0,0,20000.0
F,60.0,5.0,7.0,1,1,6053.35
F,73.0,13.0,7.0,1,1,100.0
M,53.0,7.0,6.0,0,0,12106.7
F,46.0,8.0,7.0,0,0,12140.78
F,55.0,15.0,5.0,0,0,1230.0
F,53.0,8.0,26.0,0,0,3000.0
F,70.0,9.0,9.0,0,0,6105.32
F,65.0,4.0,5.0,1,1,2000.0
M,77.0,13.0,8.0,1,1,500.0
F,51.0,13.0,2.0,0,0,6000.0
M,53.0,11.0,3.0,0,0,6000.0
F,78.0,8.0,8.0,0,0,3000.0
F,49.0,9.0,3.0,0,0,20023.75
M,64.0,13.0,2.0,0,0,6000.0
F,76.0,8.0,14.0,0,0,3000.0
F,31.0,10.0,7.0,1,1,10.0
F,52.0,6.0,10.0,0,0,1200.0
F,61.0,10.0,5.0,1,1,1500.0
F,53.0,10.0,6.0,0,0,12107.64
M,49.0,8.0,5.0,0,0,6053.35
F,33.0,10.0,4.0,1,1,600.0
F,43.0,10.0,4.0,1,1,4035.57
M,41.0,10.0,5.0,0,0,6000.0
F,76.0,9.0,3.0,0,0,8053.34
M,76.0,7.0,3.0,0,0,18000.0
M,46.0,4.0,5.0,0,0,1000.0
F,71.0,5.0,8.0,1,1,9000.0
F,50.0,10.0,3.0,0,0,9000.0
F,54.0,3.0,2.0,0,0,6000.0
F,68.0,16.0,8.0,1,1,3000.0
F,53.0,6.0,8.0,0,0,7410.0
F,72.0,9.0,8.0,0,0,10937.59
F,70.0,4.0,4.0,0,0,3000.0
F,61.0,6.0,6.0,1,1,6053.35
M,67.0,8.0,3.0,0,0,5726.89
M,50.0,5.0,3.0,0,0,20435.71
F,51.0,12.0,8.0,1,1,8800.0
F,30.0,4.0,5.0,1,1,700.0
F,68.0,7.0,4.0,0,0,6315.0
F,64.0,16.0,13.0,1,1,1000.0
F,55.0,12.0,11.0,0,0,6000.0
M,61.0,9.0,12.0,0,0,3600.0
F,65.0,8.0,32.0,0,0,5000.0
M,57.0,7.0,10.0,0,0,600.0
M,71.0,7.0,6.0,0,0,3000.0
M,31.0,10.0,2.0,1,1,2020.76
F,68.0,5.0,3.0,0,0,9000.0
F,79.0,10.0,4.0,1,1,6053.34
F,66.0,7.0,5.0,0,0,6000.0
M,39.0,6.0,3.0,1,1,19411.32
F,51.0,5.0,4.0,1,1,7000.0
M,70.0,7.0,8.0,0,0,18500.0
F,68.0,8.0,2.0,0,0,6000.0
F,79.0,6.0,2.0,0,0,2000.0
F,68.0,12.0,7.0,0,0,100.01
M,70.0,3.0,2.0,0,0,1000.0
F,62.0,9.0,5.0,1,1,2044.49
F,53.0,5.0,6.0,0,0,2133.12
F,65.0,10.0,6.0,0,0,6000.0
M,58.0,7.0,2.0,1,1,6100.0
M,79.0,12.0,4.0,0,0,6000.0
F,52.0,10.0,2.0,0,0,10000.0
F,69.0,6.0,5.0,0,0,9000.0
M,40.0,9.0,5.0,0,0,3000.0
F,36.0,15.0,4.0,2,1,480.0
M,66.0,7.0,8.0,0,0,1600.0
F,61.0,10.0,4.0,1,1,1000.0
F,58.0,9.0,9.0,0,0,3000.0
F,42.0,9.0,7.0,0,0,6105.32
F,40.0,7.0,7.0,0,0,6105.32
F,76.0,15.0,4.0,1,1,239542.13
M,68.0,13.0,9.0,1,1,500.0
M,62.0,8.0,13.0,0,0,20173.35
F,47.0,8.0,9.0,0,0,120.0
M,65.0,8.0,3.0,0,0,9000.0
F,68.0,7.0,4.0,0,0,6053.34
F,69.0,15.0,11.0,1,1,12000.0
F,67.0,6.0,13.0,0,0,12900.0
F,27.0,8.0,3.0,1,1,2500.0
M,66.0,6.0,3.0,0,0,6000.0
M,73.0,10.0,2.0,0,0,3000.0
M,66.0,2.0,31.0,0,0,12000.0
M,50.0,6.0,3.0,0,0,5000.0
F,35.0,5.0,4.0,0,0,6000.0
M,48.0,2.0,11.0,0,0,1300.0
F,54.0,9.0,13.0,0,0,6000.0
M,61.0,7.0,3.0,0,0,20520.14
M,37.0,4.0,4.0,0,0,2700.0
F,74.0,10.0,5.0,0,0,7000.0
F,74.0,8.0,8.0,0,0,9042.94
F,58.0,12.0,4.0,0,0,4000.0
F,48.0,3.0,4.0,0,0,4200.0
F,65.0,10.0,4.0,0,0,1500.0
M,68.0,9.0,4.0,0,0,12132.64
M,68.0,11.0,8.0,0,0,6000.0
M,72.0,7.0,7.0,0,0,12210.64
F,63.0,12.0,5.0,0,0,1500.0
F,66.0,4.0,8.0,1,1,4680.0
F,62.0,11.0,6.0,0,0,6000.0
F,48.0,12.0,12.0,0,0,6053.34
M,44.0,14.0,5.0,1,1,480.01
F,43.0,10.0,21.0,0,0,12000.0
F,29.0,8.0,3.0,0,0,35.0
F,77.0,13.0,25.0,0,0,18053.35
F,46.0,5.0,10.0,0,0,100.0
F,50.0,11.0,11.0,0,0,500.0
F,71.0,9.0,8.0,0,0,3000.0
M,57.0,5.0,2.0,0,0,10000.0
F,50.0,9.0,3.0,0,0,7500.0
M,34.0,19.0,2.0,3,1,5050.0
M,65.0,12.0,5.0,0,0,6000.0
F,57.0,8.0,8.0,2,1,9000.0
M,32.0,4.0,8.0,1,1,359.85
F,59.0,16.0,2.0,0,0,6000.0
F,55.0,10.0,9.0,0,0,2000.0
F,36.0,7.0,8.0,0,0,4750.0
F,46.0,7.0,3.0,0,0,2500.0
M,34.0,6.0,4.0,1,1,600.0
F,42.0,3.0,4.0,0,0,1800.0
F,34.0,10.0,9.0,1,1,50.0
F,75.0,6.0,8.0,1,1,3000.0
F,28.0,10.0,10.0,1,1,9000.0
M,53.0,9.0,6.0,0,0,6000.0
F,64.0,9.0,2.0,1,1,4200.0
F,76.0,9.0,6.0,0,0,2000.0
M,60.0,10.0,8.0,0,0,500.0
F,66.0,8.0,4.0,0,0,12000.0
M,73.0,12.0,8.0,0,0,13122.49
F,70.0,6.0,2.0,0,0,1550.0
F,43.0,9.0,8.0,0,0,50.01
M,74.0,3.0,11.0,0,0,6000.0
F,70.0,11.0,4.0,0,0,20531.94
F,50.0,10.0,9.0,0,0,2000.0
F,45.0,8.0,8.0,0,0,100.01
F,59.0,7.0,5.0,0,0,6000.0
M,47.0,10.0,4.0,0,0,12000.0
F,76.0,6.0,6.0,1,1,3000.0
F,60.0,6.0,6.0,0,0,12000.0
M,63.0,12.0,17.0,0,0,18035.46
M,72.0,14.0,2.0,0,0,5000.0
M,62.0,11.0,3.0,0,0,19416.15
F,56.0,6.0,5.0,0,0,2000.0
M,63.0,8.0,5.0,0,0,1000.0
M,56.0,10.0,4.0,0,0,6000.0
F,30.0,12.0,6.0,1,1,10.0
F,58.0,14.0,9.0,0,0,7515.0
M,73.0,10.0,3.0,0,0,20655.59
F,41.0,14.0,9.0,1,1,50.0
M,60.0,7.0,4.0,0,0,6000.0
F,70.0,6.0,6.0,0,0,10000.0
M,54.0,5.0,11.0,0,0,29158.67
F,69.0,13.0,9.0,0,0,2000.0
F,76.0,7.0,26.0,0,0,13500.0
F,38.0,25.0,4.0,3,1,2000.0
F,69.0,9.0,22.0,0,0,6000.0
F,70.0,6.0,24.0,0,0,3000.0
F,65.0,12.0,13.0,0,0,6053.35
M,75.0,6.0,5.0,1,1,3000.0
M,71.0,8.0,12.0,0,0,172.83
F,38.0,27.0,3.0,3,1,3397.96
M,51.0,5.0,8.0,0,0,12000.0
M,75.0,8.0,5.0,0,0,2000.0
F,67.0,5.0,4.0,0,0,12000.0
F,69.0,8.0,8.0,0,0,2610.01
F,70.0,7.0,5.0,0,0,600.0
F,66.0,8.0,2.0,0,0,6000.0
F,55.0,5.0,9.0,1,1,20000.0
M,60.0,4.0,2.0,0,0,3000.0
F,78.0,12.0,10.0,0,0,500.0
F,46.0,3.0,6.0,0,0,5089.71
M,65.0,10.0,2.0,0,0,6000.0
F,53.0,9.0,8.0,0,0,730.0
M,40.0,8.0,5.0,1,1,420.0
M,42.0,8.0,5.0,0,0,2000.0
F,42.0,5.0,6.0,0,0,3800.0
M,56.0,11.0,12.0,0,0,4000.0
F,23.0,9.0,4.0,1,1,420.0
F,41.0,8.0,2.0,0,0,6000.0
F,50.0,8.0,9.0,0,0,1000.0
F,58.0,6.0,2.0,0,0,2100.0
M,37.0,13.0,8.0,0,0,200.0
F,54.0,8.0,10.0,0,0,2000.0
F,62.0,8.0,6.0,0,0,36214.33
M,50.0,4.0,8.0,0,0,6105.32
F,75.0,10.0,3.0,0,0,39416.32
M,57.0,4.0,8.0,0,0,3000.0
M,38.0,7.0,8.0,1,1,9053.35
M,60.0,7.0,5.0,0,0,960.0
F,78.0,9.0,12.0,0,0,1000.0
F,52.0,5.0,9.0,0,0,3000.0
M,46.0,12.0,8.0,0,0,12000.0
F,66.0,4.0,6.0,0,0,1000.0
F,70.0,5.0,7.0,0,0,6053.35
M,41.0,12.0,8.0,0,0,50.01
M,58.0,5.0,4.0,0,0,6000.0
M,56.0,7.0,7.0,0,0,12106.7
M,44.0,11.0,8.0,0,0,3000.0
M,75.0,9.0,12.0,0,0,4500.0
F,70.0,10.0,12.0,1,1,9600.0
M,77.0,10.0,5.0,0,0,6000.0
F,52.0,9.0,5.0,1,1,6000.0
F,62.0,8.0,19.0,0,0,8864.21
F,78.0,7.0,8.0,0,0,500.01
F,59.0,11.0,12.0,0,0,6053.35
F,66.0,9.0,5.0,0,0,3000.0
F,77.0,7.0,2.0,1,1,3550.0
F,66.0,11.0,2.0,0,0,3000.0
M,57.0,12.0,6.0,0,0,3026.67
F,64.0,10.0,7.0,0,0,12247.7
F,77.0,8.0,2.0,0,0,2325.0
F,51.0,8.0,6.0,0,0,5997.16
F,64.0,8.0,16.0,0,0,6053.35
F,55.0,10.0,2.0,0,0,10000.0
M,65.0,5.0,2.0,0,0,6000.0
M,78.0,10.0,15.0,1,1,1000.0
F,55.0,2.0,6.0,0,0,1795.46
F,75.0,6.0,16.0,0,0,1000.0
F,40.0,10.0,8.0,0,0,500.0
F,66.0,7.0,6.0,0,0,1000.01
F,74.0,7.0,5.0,0,0,4000.0
F,60.0,6.0,12.0,1,1,6580.42
F,24.0,9.0,2.0,1,1,3000.0
F,58.0,7.0,2.0,0,0,1000.0
F,46.0,9.0,8.0,2,1,600.0
F,67.0,9.0,23.0,0,0,2000.0
F,75.0,7.0,2.0,0,0,12652.53
F,72.0,5.0,8.0,0,0,12158.67
M,53.0,8.0,3.0,0,0,6058.76
F,61.0,13.0,7.0,1,1,1500.0
F,52.0,4.0,8.0,0,0,12000.0
M,30.0,5.0,4.0,1,1,1000.0
F,67.0,11.0,2.0,0,0,12000.0
F,67.0,13.0,4.0,0,0,960.0
M,64.0,8.0,5.0,0,0,17794.81
F,69.0,4.0,4.0,1,1,12000.0
F,48.0,4.0,6.0,0,0,20000.0
M,73.0,8.0,15.0,0,0,290.85
F,65.0,6.0,17.0,0,0,18440.6
F,53.0,5.0,4.0,0,0,6000.0
M,62.0,7.0,5.0,0,0,3600.0
M,43.0,10.0,4.0,1,1,1000.0
F,55.0,3.0,2.0,0,0,6000.0
M,72.0,7.0,4.0,0,0,29741.46
F,73.0,8.0,5.0,0,0,1000.0
M,53.0,10.0,8.0,0,0,2200.0
F,41.0,9.0,5.0,0,0,1000.0
F,61.0,11.0,8.0,0,0,12000.0
F,66.0,12.0,5.0,0,0,1000.0
M,75.0,6.0,4.0,0,0,6000.0
F,39.0,8.0,7.0,0,0,100.0
M,73.0,8.0,30.0,0,0,5500.0
F,66.0,7.0,15.0,0,0,3000.0
F,52.0,6.0,4.0,0,0,1400.0
M,50.0,13.0,14.0,0,0,3000.0
F,70.0,8.0,3.0,1,1,20517.9
F,41.0,11.0,5.0,1,1,420.0
F,56.0,11.0,5.0,0,0,6000.0
F,73.0,12.0,6.0,0,0,3141.37
F,52.0,7.0,8.0,0,0,180.0
M,28.0,8.0,7.0,0,0,100.0
M,77.0,5.0,23.0,0,0,3000.0
F,76.0,11.0,12.0,0,0,47096.27
F,67.0,9.0,2.0,0,0,6000.0
M,74.0,13.0,5.0,1,1,7500.0
F,53.0,12.0,5.0,2,1,3000.0
M,46.0,8.0,10.0,1,1,50.0
M,27.0,14.0,4.0,0,0,1000.0
F,56.0,9.0,8.0,0,0,3000.0
F,42.0,16.0,8.0,1,1,8800.0
F,60.0,7.0,5.0,0,0,5000.0
F,50.0,9.0,10.0,0,0,50.0
F,40.0,4.0,3.0,0,0,17000.0
M,47.0,8.0,6.0,0,0,3000.0
M,49.0,8.0,5.0,0,0,1000.01
F,68.0,7.0,3.0,0,0,3000.0
F,64.0,10.0,5.0,0,0,5000.0
F,64.0,6.0,5.0,0,0,6107.64
F,58.0,15.0,29.0,0,0,6060.11
F,46.0,9.0,3.0,0,0,4200.0
F,23.0,11.0,2.0,1,1,700.0
M,60.0,10.0,11.0,0,0,300.0
F,60.0,10.0,13.0,0,0,7080.39
M,54.0,7.0,4.0,0,0,1000.0
F,37.0,9.0,3.0,1,1,6000.0
F,71.0,7.0,22.0,0,0,42183.67
F,49.0,12.0,4.0,0,0,100.0
F,49.0,7.0,5.0,0,0,1000.0
M,60.0,13.0,11.0,1,1,6000.0
M,57.0,9.0,3.0,0,0,15000.0
F,62.0,5.0,4.0,0,0,6000.0
M,77.0,4.0,2.0,0,0,5000.0
M,50.0,12.0,4.0,2,1,600.0
F,62.0,6.0,4.0,0,0,5000.0
M,49.0,10.0,6.0,0,0,1009.0
M,77.0,13.0,7.0,1,1,1716.67
F,33.0,7.0,4.0,0,0,11195.0
F,66.0,11.0,6.0,1,1,6053.35
M,72.0,6.0,10.0,0,0,300.0
F,74.0,7.0,9.0,0,0,1000.0
F,56.0,16.0,2.0,1,1,6000.0
M,78.0,10.0,9.0,0,0,6105.32
F,60.0,7.0,3.0,0,0,3000.0
F,66.0,8.0,9.0,0,0,51000.0
F,50.0,9.0,5.0,0,0,2000.0
M,60.0,10.0,3.0,0,0,6025.0
M,50.0,10.0,4.0,0,0,21000.0
M,51.0,12.0,5.0,0,0,1000.01
M,54.0,12.0,8.0,1,1,500.0
M,72.0,10.0,7.0,0,0,3000.0
M,61.0,8.0,6.0,0,0,20000.0
M,66.0,7.0,6.0,0,0,4600.0
M,51.0,4.0,5.0,0,0,600.0
F,79.0,9.0,8.0,0,0,200.0
M,78.0,12.0,20.0,0,0,1500.0
F,53.0,10.0,7.0,0,0,6053.35
M,66.0,8.0,7.0,0,0,12105.32
F,33.0,4.0,6.0,1,1,420.0
M,46.0,10.0,7.0,2,1,2000.0
F,76.0,16.0,2.0,1,1,6000.0
M,60.0,10.0,16.0,0,0,3052.56
F,33.0,16.0,4.0,3,1,1000.0
F,63.0,12.0,4.0,1,1,3350.0
M,44.0,11.0,8.0,1,1,480.0
F,74.0,5.0,8.0,0,0,3000.0
M,66.0,11.0,18.0,0,0,3000.0
F,75.0,9.0,2.0,0,0,2000.0
M,66.0,8.0,3.0,0,0,20691.49
F,69.0,12.0,7.0,0,0,1000.0
F,28.0,10.0,5.0,0,0,3000.0
F,56.0,12.0,6.0,0,0,1800.0
M,53.0,6.0,5.0,0,0,1200.0
F,48.0,11.0,7.0,0,0,2600.0
F,40.0,7.0,5.0,1,1,4000.0
M,29.0,6.0,2.0,0,0,6000.0
M,49.0,10.0,7.0,0,0,200.0
F,66.0,5.0,2.0,1,1,12000.0
F,75.0,10.0,8.0,0,0,9105.32
M,58.0,7.0,18.0,0,0,3000.0
F,41.0,6.0,2.0,0,0,2457.95
F,53.0,8.0,4.0,0,0,1680.0
F,59.0,7.0,15.0,0,0,4951.5
M,74.0,6.0,18.0,0,0,24000.0
F,38.0,8.0,11.0,1,1,900.02
M,35.0,7.0,4.0,1,1,1500.0
F,52.0,7.0,4.0,0,0,6053.34
M,55.0,14.0,12.0,2,1,1412.97
F,73.0,6.0,31.0,0,0,5000.0
F,62.0,6.0,5.0,0,0,1000.0
F,63.0,11.0,9.0,1,1,500.0
F,44.0,15.0,9.0,0,0,500.0
M,62.0,9.0,11.0,0,0,1530.99
M,77.0,8.0,6.0,0,0,3000.0
M,71.0,15.0,3.0,0,0,6000.0
M,58.0,10.0,4.0,0,0,15000.0
M,63.0,9.0,11.0,0,0,6000.0
M,59.0,9.0,5.0,0,0,5000.01
M,39.0,13.0,3.0,1,1,2000.0
F,62.0,8.0,8.0,0,0,300.01
M,50.0,11.0,4.0,0,0,6053.34
F,40.0,4.0,10.0,0,0,5000.0
F,43.0,6.0,5.0,1,1,12053.35
M,67.0,7.0,9.0,0,0,10000.0
F,45.0,8.0,6.0,0,0,1600.0
F,44.0,6.0,5.0,0,0,3436.71
M,31.0,13.0,9.0,1,1,500.01
F,62.0,8.0,7.0,0,0,3000.0
F,25.0,8.0,5.0,1,1,4000.0
M,60.0,7.0,13.0,0,0,6000.0
F,50.0,7.0,7.0,0,0,12106.7
M,50.0,10.0,3.0,0,0,35.0
M,56.0,7.0,8.0,0,0,9000.0
F,41.0,5.0,4.0,0,0,2680.0
M,37.0,9.0,4.0,0,0,600.0
F,54.0,4.0,7.0,0,0,3000.0
F,63.0,11.0,2.0,1,1,6000.0
F,48.0,13.0,2.0,0,0,6000.0
F,23.0,13.0,3.0,1,1,100.0
M,49.0,8.0,3.0,0,0,5000.0
F,51.0,9.0,2.0,2,1,5000.0
M,63.0,8.0,2.0,0,0,4000.0
F,53.0,7.0,4.0,0,0,15000.0
F,77.0,5.0,14.0,0,0,1000.0
F,44.0,16.0,10.0,1,1,500.0
M,57.0,9.0,8.0,0,0,550.0
F,61.0,7.0,21.0,0,0,23000.0
F,69.0,7.0,15.0,1,1,6000.0
F,62.0,12.0,9.0,0,0,300.01
F,60.0,5.0,18.0,0,0,26170.0
M,54.0,8.0,18.0,0,0,1579.44
F,68.0,6.0,2.0,0,0,12000.0
M,55.0,11.0,4.0,1,1,1000.0
M,54.0,10.0,4.0,2,1,6000.0
F,73.0,9.0,28.0,1,1,6053.35
F,69.0,10.0,5.0,0,0,2000.0
M,65.0,11.0,4.0,0,0,5999.98
M,54.0,4.0,8.0,0,0,22991.41
M,38.0,15.0,4.0,2,1,6000.0
F,64.0,6.0,10.0,0,0,3000.0
M,76.0,9.0,5.0,0,0,9000.0
F,76.0,4.0,17.0,0,0,10053.35
F,47.0,8.0,8.0,0,0,235.01
M,59.0,9.0,5.0,2,1,6000.0
F,52.0,11.0,8.0,0,0,1500.0
F,69.0,6.0,11.0,0,0,2200.0
F,49.0,9.0,15.0,0,0,6000.0
M,37.0,16.0,9.0,2,1,4500.0
F,60.0,10.0,5.0,0,0,1000.0
